B03002_003E,B01001_002E,B01001_003E,B19013_001E,B17001_002E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B11009_001E,B16001_002E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B07001_050E,B25106_001E,B25106_003E,B25106_006E,B25072_001E,B25011_002E,B25011_003E,B18101_009E,B25092_001E,B25095_001E,B25119_001E,B25119_002E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,B08013_001E,B08014_001E,B25121_001E,state,county,tract,block group,B25121_002E,B07001_017E,B07001_033E,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B18101_003E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25105_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25106_002E,B25106_004E,B08006_001E,B08006_002E,B08006_003E,B08006_008E,B08012_001E,B07001_001E,B25085_001E,B16001_001E,B16001_003E,B09002_001E,B19058_002E,B08006_007E,B08006_009E,B08006_010E,B08007_001E,B08008_001E,B08134_001E,B08141_001E,B08122_001E,B08126_001E,B08128_001E,B08130_001E,B08132_001E,B08136_001E,B08137_001E,B08201_001E,B08202_001E,B08203_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B05002_013E,B05002_014E,B05002_015E,B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B08011_001E,B08105A_001E,B08105B_001E,B08105D_001E,B08141_002E,B08141_003E,B08141_004E,B08141_005E,B08141_006E,B08141_007E,B08202_002E,B08202_003E,B08202_004E,B08202_005E,B08202_006E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B09010_001E,B11004_002E,B11013_001E,B14006_001E,B14006_002E,B14006_003E,B14006_004E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19083_001E,B19301_001E,B23006_002E,B23006_003E,B23006_004E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25110_001E,B25002_001E,B25010_001E,B25011_001E,B25012_001E,B25015_001E,B25031_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25048_001E,B25049_001E,B25050_001E,B25051_001E,B25052_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25062_001E,B25063_001E,B25065_001E,B25066_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25079_001E,B25080_001E,B25082_001E,B25083_001E,B25086_001E,B25087_001E,B25088_001E,GEOID
1491,1334,75,122744,,1030,527,503,1650,1603,,,2462,618600,2457,503,527,0,17,0,0,37,16,0,13,1083,58,775,0,,,,,527,,,,19.2,,,,503,338,41,1030,503,434,,,,11,001,004001,3,,,,53,53,2186,34.7,1631,181,58,350,1030,362,322,0,40,31,686,186,1869,1650,47,,,,1083,1030,1030,503,285,527,0,19,14,,0,34,24,77,,,,,,,,,0,,,273,13,,,,1586,1586,1320,,,,,,,,,,,,2186,34.7,62.1,42.2,35.0,1703,,,,,,,,,,,,,,,,,,,,,,,,,1320,0,0,26,171,184,144,478,141,51,,322,,,,,,1855,0,0,36,0,0,0,0,2058,189,0,189,42,147,0,0,0,0,0,1030,33,0,17,12,46,18,7,43,27,0,,78194,,,,1698,979,1030,503,16,74,0,101,19,503,14,0,0,0,0,0,0,0,,1083,2.12,,,1030,,2186,11,13,67,24,1030,503,0,0,1030,503,2011,2006,1030,386,1083,40,1030,1030,1030,1030,846,1083,,1030,1030,1083,,1030,513,513,527,1646,3445,1257600,17,,527,1310600,,1310600,527,527,23.3,411600,862600,471994600,,471994600,-666666666,-666666666,503,2276,110010040013
335,656,31,205441,,426,29,397,674,670,,,-666666666,699000,-666666666,397,29,0,0,0,0,0,0,0,0,426,99,205,1941,,,,,29,,,,17.3,,,,397,288,91,426,397,367,,,,11,001,001600,1,,,,0,0,1260,40.8,356,778,35,109,426,327,238,7,82,1,251,96,1036,674,4,,,,426,426,426,397,83,29,0,0,0,,0,0,0,0,,,,,,,,,0,,,289,32,,,,670,670,654,,,,,,,,,,,,1260,48.1,43.9,23.5,46.1,371,,,,,,,,,,,,,,,,,,,,,,,,,654,0,0,42,48,69,8,80,44,165,,238,,,,,,881,2,0,0,0,3,0,0,1173,202,202,0,0,0,0,0,0,0,0,426,0,0,0,0,7,0,7,0,0,0,,68076,,,,829,430,426,397,381,8,0,0,0,397,0,0,0,0,0,0,0,0,,426,2.93,,,426,,1247,6,14,29,73,426,397,1941,0,426,397,2003,2002,426,384,426,0,426,426,426,426,856,426,,426,426,426,,426,21,21,29,-666666666,-666666666,,0,-666666666,29,,,,29,29,-666666666.0,500500,913200,,,279459000,-666666666,-666666666,397,2809,110010016001
462,843,49,169522,,551,53,498,915,880,,,-666666666,937200,-666666666,498,53,7,0,0,0,0,0,0,0,583,55,168,1953,,,,,53,,,,20.8,,,,498,403,63,551,498,456,,,,11,001,001600,4,,,,32,32,1832,49.4,462,1186,29,193,551,421,345,14,62,99,298,55,1426,915,35,,,,583,551,551,498,108,53,0,0,0,,0,0,21,12,,,,,,,,,0,,,382,0,,,,880,880,797,,,,,,,,,,,,1832,47.9,52.6,16.5,47.9,553,,,,,,,,,,,,,,,,,,,,,,,,,797,0,36,0,58,158,65,211,73,33,,345,,,,,,1301,0,0,0,31,0,0,7,1767,419,304,66,66,0,0,17,17,0,0,551,9,15,0,0,0,7,17,9,8,24,,71096,,,,961,495,551,498,478,20,0,0,0,498,9,0,0,0,0,0,0,0,,583,3.30,,,551,,1818,0,0,83,244,551,498,1953,1953,551,498,1997,1995,551,427,583,0,551,551,551,551,1143,583,,551,551,583,,551,38,38,53,-666666666,-666666666,,7,,53,,,,53,53,-666666666.0,770700,1193800,,,473844900,-666666666,-666666666,498,3051,110010016004
252,308,9,138281,,227,48,179,432,388,,,1043,769300,1043,179,48,33,0,0,21,11,0,0,0,306,51,181,0,,,,,48,,,,21.4,,,,179,162,49,227,179,170,,,,11,001,001600,2,,,,79,79,634,42.6,266,330,22,14,227,125,68,0,57,30,134,22,563,432,44,,,,306,227,227,179,35,48,0,0,0,,50,0,8,0,,,,,,,,,21,,,78,0,,,,388,388,358,,,,,,,,,,,,634,39.2,50.6,-666666666.0,38.8,282,,,,,,,,,,,,,,,,,,,,,,,,,358,0,0,9,34,13,63,31,46,24,,68,,,,,,507,0,0,0,0,0,0,0,601,71,46,1,0,0,0,0,0,0,0,227,0,0,29,0,10,0,17,16,0,0,,68317,,,,445,223,227,179,135,44,0,0,0,179,0,0,0,0,0,0,0,0,,306,2.75,,,227,,625,0,0,0,16,227,179,0,0,227,179,2003,2000,227,217,306,0,227,227,227,227,,306,,227,227,306,,227,48,48,48,836,1147,46800,33,,48,53100,,53100,48,48,51.0,622400,884700,,132455000,,-666666666,,179,2792,110010016002
300,381,40,184444,,326,0,326,482,467,,,-666666666,856200,-666666666,326,0,0,0,0,25,0,0,0,0,351,26,279,0,,,,,0,,,,16.1,,,,326,267,86,326,326,315,,,,11,001,001600,3,,,,25,25,962,42.4,345,572,14,61,326,223,150,0,73,16,28,26,703,482,15,,,,351,326,326,326,103,0,0,0,0,,0,0,0,13,,,,,,,,,25,,,259,0,,,,467,467,400,,,,,,,,,,,,962,39.2,44.4,30.5,41.0,361,,,,,,,,,,,,,,,,,,,,,,,,,400,0,29,0,6,67,77,64,20,11,,150,,,,,,620,0,0,0,0,0,0,0,909,238,126,32,32,0,0,0,0,0,0,326,0,8,0,0,0,0,0,9,0,9,,74787,,,,531,175,326,326,307,19,0,0,0,326,0,0,0,0,0,0,0,0,,351,2.88,,,326,,938,0,0,0,33,326,326,0,0,326,326,2006,2006,326,253,351,0,326,326,326,326,596,351,,326,326,351,,326,0,0,0,-666666666,-666666666,-666666666,0,-666666666,0,-666666666,-666666666,-666666666,0,0,-666666666.0,697600,995700,,,274480000,-666666666,,326,2693,110010016003
637,738,41,227500,,488,73,415,928,862,,,3446,954100,3375,415,73,0,0,0,19,0,7,0,7,527,22,359,0,,,,,73,,,,17.2,,,,415,333,105,488,415,373,,,,11,001,002600,2,,,,39,39,1533,45.2,700,648,91,81,488,396,341,6,49,12,383,81,1286,930,66,,,,527,488,488,415,72,73,0,0,0,,0,0,6,13,,,,,,,,,19,,,274,7,,,,855,855,781,,,,,,,,,,,,1533,39.1,50.7,46.8,39.4,733,,,,,,,,,,,,,,,,,,,,,,,,,781,0,0,34,73,117,71,114,33,87,,341,,,,,,1166,0,0,0,0,0,5,0,1429,172,122,8,8,0,0,7,7,7,0,488,0,0,7,6,5,0,0,0,0,23,,83039,,,,1031,560,488,415,330,59,0,0,11,415,0,0,0,0,0,0,0,0,,527,3.14,,,488,,1533,3,9,49,66,488,415,0,0,488,415,2005,2004,488,405,527,0,488,488,488,488,888,527,,488,488,527,,488,45,45,73,2578,3501,133100,0,-666666666,73,145300,145300,145300,73,73,20.8,767500,1147100,,377075000,377075000,-666666666,,415,3532,110010026002
1430,828,24,134070,,974,500,474,1434,1394,,,1970,677100,1920,474,500,27,0,28,0,33,9,19,0,1088,0,708,0,,,,,500,,,,18.9,,,,474,375,110,974,474,398,,,,11,001,004002,2,,,,114,114,1751,36.3,1562,84,67,135,974,292,246,29,17,34,533,116,1618,1443,40,,,,1088,974,974,474,253,500,0,16,0,,11,0,0,0,,,,,,,,,28,,,118,12,,,,1373,1373,1296,,,,,,,,,,,,1751,36.2,47.9,35.1,36.2,1586,,,,,,,,,,,,,,,,,,,,,,,,,1296,42,17,80,178,274,134,187,109,109,,246,,,,,,1570,0,0,0,0,0,0,0,1705,95,47,48,25,23,0,0,0,0,0,974,24,0,11,30,20,0,0,26,16,8,,91225,,,,1459,676,974,474,34,78,33,4,53,474,0,0,0,0,0,0,0,0,,1088,1.80,,,974,,1751,26,83,194,66,974,474,0,0,974,474,2011,2006,974,441,1088,188,974,974,974,974,724,1088,,974,974,1088,,974,477,477,500,1660,2414,962900,27,,500,1001900,,1001900,500,500,21.2,425700,1052100,376259000,,376259000,-666666666,,474,2560,110010040022
639,401,10,110043,,361,258,103,633,612,,,2121,602800,1970,103,258,0,0,31,0,25,65,4,0,412,20,328,0,,,,,258,,,,14.5,,,,103,91,10,361,103,93,,,,11,001,004002,1,,,,51,51,744,33.9,670,28,42,31,361,89,75,9,5,17,297,79,708,633,21,,,,412,361,361,103,46,258,0,0,0,,0,0,0,0,,,,,,,,,31,,,36,0,,,,599,599,575,,,,,,,,,,,,744,32.5,50.5,43.1,33.2,674,,,,,,,,,,,,,,,,,,,,,,,,,575,0,0,25,30,59,157,109,22,96,,75,,,,,,692,0,0,0,0,0,0,0,718,10,10,0,0,0,0,4,4,0,0,361,7,9,0,0,0,8,0,11,0,18,,73344,,,,674,381,361,103,0,5,0,0,41,103,0,0,0,0,0,0,0,0,,412,2.06,,,361,,744,34,0,10,20,361,103,0,0,361,103,2011,1997,361,122,412,87,361,361,361,361,244,412,,361,361,412,,361,253,253,258,1674,2290,492700,0,-666666666,258,513400,,513400,258,258,27.4,496900,706700,,,,-666666666,,103,2322,110010040021
1112,807,0,55491,,1089,721,368,1216,1197,,,1783,397600,1774,368,721,42,0,97,0,39,34,94,20,1472,49,269,1966,,,,,721,,,,13.7,,,,368,155,50,1089,368,290,,,,11,001,005600,1,,,,383,383,1592,29.2,1280,89,132,190,1089,151,151,0,0,0,124,135,1563,1245,19,,,,1472,1089,1089,368,255,721,0,104,70,,0,0,55,178,,,,,,,,,97,,,29,20,,,,1192,1192,1141,,,,,,,,,,,,1592,29.4,55.1,27.9,29.0,1371,,,,,,,,,,,,,,,,,,,,,,,,,1141,14,84,151,132,323,110,122,37,62,,151,,,,,,1000,0,0,0,0,0,0,0,1578,15,0,15,15,0,0,0,0,0,0,1089,199,92,85,21,8,38,0,50,0,95,,68448,,,,1342,700,1089,368,0,96,0,0,15,368,14,0,0,0,0,0,0,0,,1472,1.44,,,1089,,1565,171,136,523,91,1089,368,1965,1969,1089,368,2013,1999,1089,489,1472,533,1089,1089,1089,1089,396,1472,,1089,1089,1472,,1089,655,655,721,1532,2036,1153600,42,,721,1163800,,1163800,721,721,45.1,289000,687500,,199269700,199269700,-666666666,47000000,368,1168,110010056001
385,687,7,97656,,660,401,259,831,793,,,1289,617500,1103,259,401,0,0,0,0,0,34,73,37,660,49,399,0,,,,,401,,,,17.0,,,,259,200,33,660,259,185,,,,11,001,004600,1,,,,0,0,1386,36.9,500,810,46,129,660,153,67,12,74,226,283,0,1286,831,38,,,,660,660,660,259,74,401,12,0,39,,40,0,33,70,,,,,,,,,0,,,141,161,,,,793,793,774,,,,,,,,,,,,1386,33.5,52.8,30.7,36.2,530,,,,,,,,,,,,,,,,,,,,,,,,,774,0,60,64,121,69,29,135,121,87,,67,,,,,,1100,0,0,42,0,0,35,0,1361,116,111,0,0,0,0,45,11,0,0,660,51,50,14,118,27,11,6,9,0,0,,61258,,,,1117,510,660,259,0,140,77,42,0,259,0,0,0,0,0,0,0,0,,660,2.06,,,660,,1357,9,13,34,13,660,259,0,0,660,259,2012,2004,660,295,660,26,660,660,660,660,472,660,,660,660,660,,660,401,401,401,752,1628,478900,0,-666666666,401,525800,,525800,401,401,38.2,496100,739200,,,151525000,-666666666,-666666666,259,2059,110010046001
797,893,20,117917,,768,274,494,1313,1231,,,2054,632000,2028,494,274,0,0,0,0,38,0,34,32,830,71,576,0,,,,,274,,,,19.7,,,,494,420,31,768,494,435,,,,11,001,004600,2,,,,62,62,1645,32.0,855,566,130,131,768,227,157,0,70,205,389,114,1538,1324,82,,,,830,768,768,494,275,274,0,0,9,,10,0,11,9,,,,,,,,,0,,,63,97,,,,1218,1218,1091,,,,,,,29995,,,,,1645,30.2,57.7,33.7,30.2,883,,,,,,,,,,,,,,,,,,,,,,,,,1091,0,24,82,202,129,137,198,94,72,,157,,,,,,1372,0,0,0,0,0,0,0,1603,72,46,26,26,0,0,11,0,0,0,768,21,22,22,13,0,0,12,5,24,82,,67993,,,,1324,782,768,494,36,325,33,50,38,494,7,0,0,0,0,0,0,0,,830,2.14,,,768,,1645,17,86,33,17,768,494,0,0,768,494,2010,2008,768,404,830,11,768,768,768,768,753,830,,768,768,830,,768,274,274,274,834,2649,514500,0,-666666666,274,567400,,567400,274,274,24.0,517200,746700,340135700,,340135700,-666666666,-666666666,494,2065,110010046002
1080,735,0,140403,,905,358,547,1278,1278,,,2141,513600,2106,547,358,0,0,0,0,60,18,0,0,971,179,502,0,,,,,358,,,,22.7,,,,547,397,14,905,547,374,,,,11,001,005201,2,,,,66,66,1317,33.3,1080,37,130,21,905,187,187,0,0,0,417,18,1317,1278,0,,,,971,905,905,547,322,358,0,0,0,,0,0,84,131,,,,,,,,,0,,,0,0,,,,1278,1278,1278,,,,,,,,,,,,1317,32.3,-666666666.0,33.8,32.3,1128,,,,,,,,,,,,,,,,,,,,,,,,,1278,0,14,162,415,200,65,71,220,41,,187,,,,,,1277,0,0,0,0,0,0,0,1317,0,0,0,0,0,0,0,0,0,0,905,18,0,0,0,0,0,0,18,19,82,,115065,,,,1317,735,905,547,0,14,0,42,22,547,22,0,0,0,0,0,0,0,,971,1.46,,,905,,1317,0,43,32,0,905,547,1941,0,905,547,2011,2008,905,391,971,145,905,905,905,905,651,971,,905,905,971,,905,358,358,358,1638,2395,732100,0,-666666666,358,760700,,760700,358,358,17.7,322400,662200,244199800,,,-666666666,-666666666,547,1764,110010052012
47,682,0,49438,,567,405,162,773,680,,,1002,474400,881,162,405,21,20,43,0,0,0,20,0,679,124,120,1958,,,,,405,,,,17.4,,,,162,132,14,567,162,162,,,,11,001,007604,3,,,,112,112,1249,38.7,47,1183,8,0,567,233,42,40,151,250,262,0,1084,792,93,,,,679,567,567,162,19,405,11,44,30,,0,11,40,31,,,,,,,,,43,,,130,261,,,,699,699,674,,,,,,,,,,,,1249,30.9,40.4,-666666666.0,30.9,47,,,,,,,,,,,,,,,,,,,,,,,,,674,0,0,34,106,32,60,229,82,0,,42,,,,,,990,0,0,0,44,41,10,13,1189,105,94,11,11,0,0,42,7,0,0,567,103,53,35,0,17,0,53,7,20,12,,41558,,,,934,561,567,162,83,50,18,0,0,162,0,0,0,0,0,0,0,0,,679,2.20,,,567,,1249,0,40,192,121,567,162,1957,1943,567,162,2011,1998,567,379,679,43,567,567,567,567,452,679,,567,567,679,,567,341,341,405,-666666666,1157,260800,41,,405,357500,,,405,405,26.5,315000,605400,,,,-666666666,,162,1795,110010076043
1891,1404,78,143611,,1046,481,565,1798,1786,,,2037,857600,1907,565,481,15,0,0,0,49,73,57,3,1121,80,793,0,,,,,481,,,,18.0,,,,565,438,85,1046,565,425,,,,11,001,008302,1,,,,75,75,2683,34.2,1970,436,140,88,1046,458,393,5,60,94,735,83,2255,1812,12,,,,1121,1046,1046,565,148,481,0,10,15,,45,6,56,20,,,,,,,,,0,,,421,3,,,,1793,1793,1684,,,,,,,50340,,,,,2683,32.7,59.3,35.5,33.0,2090,,,,,,,,,,,,,,,,,,,,,,,,,1684,5,14,154,163,286,76,402,81,171,,393,,,,,,2122,35,8,0,29,0,0,6,2512,267,241,14,14,0,0,0,0,0,0,1046,25,0,4,7,36,17,19,9,17,69,,69256,,,,1983,1047,1046,565,30,460,25,0,23,565,5,0,0,0,0,0,0,0,,1121,2.44,,,1046,,2556,6,32,4,79,1046,565,0,0,1046,565,2012,2008,1046,613,1121,55,1046,1046,1046,1046,1177,1121,,1046,1046,1121,,1046,476,476,481,1548,2468,997600,15,,481,1050300,,1050300,481,481,24.0,653900,1068400,477927700,477927700,477927700,-666666666,-666666666,565,2795,110010083021
17,531,42,79107,,363,133,230,606,490,,,1090,564100,958,230,133,0,0,0,0,0,8,9,7,378,44,177,1943,,,,,133,,,,18.0,,,,230,203,15,363,230,159,,,,11,001,009102,1,,,,15,15,898,41.2,76,777,0,59,363,179,131,7,41,188,180,0,767,606,116,,,,378,363,363,230,56,133,0,35,0,,0,0,13,43,,,,,,,,,0,,,165,40,,,,471,471,471,,,,,,,,,,,,898,24.8,42.5,-666666666.0,-666666666.0,97,,,,,,,,,,,,,,,,,,,,,,,,,471,20,31,49,10,98,32,47,57,0,,131,,,,,,642,0,0,0,0,0,8,0,843,119,97,9,9,0,0,19,19,19,19,363,35,0,33,15,0,9,0,0,10,39,,42589,,,,661,391,363,230,217,13,0,0,0,230,0,0,0,0,0,0,0,0,,378,2.47,,,363,,898,0,14,47,40,363,230,1944,0,363,230,1999,1996,363,301,378,37,363,363,363,363,667,378,,363,363,378,,363,133,133,133,912,1299,159800,0,-666666666,133,171300,,171300,133,133,51.0,378600,687000,199600000,,199600000,-666666666,-666666666,230,1975,110010091021
173,470,47,117692,,298,99,199,416,383,,,2207,635000,2207,199,99,0,0,0,0,0,27,0,8,320,205,78,1944,,,,,99,,,,16.8,,,,199,111,13,298,199,199,,,,11,001,009503,2,,,,22,22,955,41.6,186,736,0,19,298,241,171,0,70,84,136,16,827,416,33,,,,320,298,298,199,23,99,0,0,20,,0,0,0,8,,,,,,,,,0,,,142,16,,,,375,375,335,,,,,,,,,,,,955,30.3,51.9,-666666666.0,30.3,213,,,,,,,,,,,,,,,,,,,,,,,,,335,0,0,13,0,115,13,52,0,20,,171,,,,,,625,0,0,0,0,0,0,5,900,129,129,0,0,0,0,8,8,0,0,298,28,0,0,8,0,0,13,8,31,11,,38010,,,,649,316,298,199,174,25,0,0,0,199,0,0,0,0,0,0,0,0,,320,3.01,,,298,,897,0,0,0,29,298,199,1944,1942,298,199,2000,1992,298,264,320,0,298,298,298,298,551,320,,298,298,320,,298,69,69,99,-666666666,2391,136100,0,-666666666,99,157800,157800,157800,99,99,14.9,524000,746100,,,115220000,-666666666,-666666666,199,1116,110010095032
115,610,23,113487,,599,152,447,784,725,,,2178,451600,1896,447,152,0,0,0,0,0,0,0,0,599,159,109,1952,,,,,152,,,,17.1,,,,447,275,14,599,447,419,,,,11,001,009503,1,,,,0,0,1555,45.2,115,1440,0,21,599,429,304,18,107,165,203,24,1286,784,59,,,,599,599,599,447,147,152,0,0,0,,0,0,26,22,,,,,,,,,0,,,293,0,,,,718,718,667,,,,,,,,,,,,1555,48.6,44.5,-666666666.0,48.6,115,,,,,,,,,,,,,,,,,,,,,,,,,667,0,24,43,37,121,10,105,94,59,,304,,,,,,1139,9,0,0,0,0,8,0,1504,264,264,0,0,0,0,0,0,0,0,599,24,0,0,0,0,26,0,0,16,0,,51879,,,,930,414,599,447,224,223,0,0,0,447,0,0,0,0,0,0,0,8,,599,2.60,,,599,,1555,17,56,7,203,599,447,1952,1951,599,447,2002,1991,599,482,599,0,599,599,599,599,921,599,,599,599,599,,599,152,152,152,1538,2208,268400,0,-666666666,152,304900,,304900,152,152,22.7,368800,564700,,196900900,196900900,-666666666,-666666666,447,1446,110010095031
15,467,63,63750,,250,117,133,377,305,,,823,327700,675,133,117,0,0,0,0,0,0,0,0,250,24,0,1997,,,,,117,,,,18.4,,,,133,133,36,250,133,61,,,,11,001,009700,2,,,,0,0,799,38.3,15,784,0,75,250,133,50,67,16,154,52,0,566,377,72,,,,250,250,250,133,8,117,0,0,0,,0,0,108,59,,,,,,,,,0,,,207,54,,,,305,305,263,,,,,,,,,,,,799,-666666666.0,38.2,-666666666.0,-666666666.0,15,,,,,,,,,,,,,,,,,,,,,,,,,263,0,0,33,42,8,19,35,0,11,,50,,,,,,496,0,0,5,0,0,11,35,723,157,157,0,0,0,0,8,0,0,0,250,0,27,43,12,0,0,0,23,8,12,,38294,,,,461,241,250,133,0,133,0,0,0,133,0,0,0,0,0,0,0,0,,250,2.77,,,250,,692,0,27,0,32,250,133,1997,2001,250,133,2004,2005,250,132,250,0,250,250,250,250,354,250,,250,250,250,,250,117,117,117,-666666666,733,82000,0,-666666666,117,99300,,99300,117,117,24.9,251600,363900,,39630000,39630000,-666666666,-666666666,133,2152,110010097002
7,814,28,51635,,297,229,68,621,595,,,985,310500,985,68,229,20,0,0,0,13,0,8,39,317,26,90,1973,,,,,229,,,,36.1,,,,68,57,0,297,68,54,,,,11,001,007804,1,,,,20,20,1291,28.8,7,1271,6,0,297,181,0,33,148,402,62,0,1088,621,26,,,,317,297,297,68,18,229,8,74,0,,0,38,97,0,,,,,,,,,0,,,63,157,,,,595,595,595,,,,,,,,,,,,1291,-666666666.0,28.7,-666666666.0,-666666666.0,14,,,,,,,,,,,,,,,,,,,,,,,,,595,124,0,0,156,39,0,32,33,0,,0,,,,,,920,13,0,0,13,5,6,68,1197,130,130,0,0,0,0,38,0,0,0,297,82,31,0,11,0,0,0,0,16,43,,19742,,,,911,540,297,68,68,0,0,0,0,68,0,0,0,0,0,0,0,0,,317,3.20,,,297,,951,0,35,0,31,297,68,1970,1941,297,68,2012,2003,297,199,317,39,297,297,297,297,233,317,,297,297,317,,297,229,229,229,911,1327,236700,20,,229,286100,,286100,229,229,31.0,259400,355300,,18355000,,-666666666,-666666666,68,1833,110010078041
0,489,0,54167,,616,389,227,693,615,,,-666666666,294900,-666666666,227,389,64,0,0,27,0,57,0,117,791,224,116,1959,,,,,389,,,,25.8,,,,227,191,0,616,227,160,,,,11,001,007804,2,,,,175,175,1610,29.9,0,1562,0,28,616,403,40,57,306,274,288,0,1196,693,78,,,,791,616,616,227,90,389,0,0,49,,20,73,18,0,,,,,,,,,27,,,345,270,,,,615,615,615,,,,,,,,,,,,1610,-666666666.0,29.5,-666666666.0,-666666666.0,24,,,,,,,,,,,,,,,,,,,,,,,,,615,37,0,37,25,89,36,131,0,160,,40,,,,,,954,0,0,0,0,0,0,0,1463,320,320,0,0,0,0,129,0,0,0,616,155,15,28,0,57,16,17,10,0,40,,25059,,,,1011,252,616,227,70,157,0,0,0,227,12,0,0,0,0,0,0,0,,791,2.61,,,616,,1610,0,84,195,61,616,227,1957,1946,616,227,2008,2008,616,448,791,0,616,616,616,616,361,791,,616,616,791,,616,320,320,389,99,870,192900,64,78700,389,194400,,194400,389,389,21.6,226100,348400,,57502500,57502500,-666666666,,227,1557,110010078042
33,347,98,53438,,311,106,205,363,329,,,518,343600,381,205,106,0,0,0,0,0,0,23,42,389,113,89,1949,,,,,106,,,,22.6,,,,205,158,16,311,205,163,,,,11,001,007804,3,,,,78,78,932,44.6,33,834,9,0,311,174,72,11,91,205,39,16,704,363,34,,,,389,311,311,205,31,106,0,0,0,,30,0,44,0,,,,,,,,,0,,,0,75,,,,329,329,280,,,,,,,,,,,,932,-666666666.0,44.9,-666666666.0,-666666666.0,89,,,,,,,,,,,,,,,,,,,,,,,,,280,0,0,0,48,37,16,31,0,6,,72,,,,,,576,0,0,0,0,0,0,0,834,146,146,0,0,0,0,0,0,0,0,311,10,0,19,68,18,0,0,10,26,12,,25097,,,,455,128,311,205,134,71,0,0,0,205,0,0,0,0,0,0,0,0,,389,3.00,,,311,,932,0,33,43,37,311,205,1959,1950,311,205,2003,2001,311,208,389,9,311,311,311,311,353,389,,311,311,389,,311,106,106,106,357,571,59400,0,-666666666,106,71500,,71500,106,106,27.2,252800,425000,82608000,82608000,82608000,-666666666,-666666666,205,1341,110010078043
1127,816,119,145556,,750,183,567,1107,1037,,,2087,642900,2064,567,183,0,0,0,0,8,4,26,10,759,134,541,0,,,,,183,,,,18.4,,,,567,479,148,750,567,444,,,,11,001,008001,2,,,,9,9,1795,36.5,1181,415,90,77,750,440,328,0,112,239,335,79,1438,1133,70,,,,759,750,750,567,176,183,0,0,9,,0,0,37,0,,,,,,,,,0,,,347,19,,,,1012,1012,902,,,,,,,,,,,,1795,33.9,56.7,38.8,34.2,1267,,,,,,,,,,,,,,,,,,,,,,,,,902,0,10,61,113,126,54,207,81,115,,328,,,,,,1369,0,0,0,0,0,9,0,1580,142,131,0,0,0,0,0,0,0,0,750,19,33,0,37,0,9,9,27,28,28,,63069,,,,1235,566,750,567,0,538,0,0,9,567,0,0,0,0,0,0,0,0,,759,2.39,,,750,,1795,16,0,0,31,750,567,0,0,750,567,2010,2006,750,599,759,0,750,750,750,750,791,759,,750,750,759,,750,183,183,183,1644,2746,405500,0,-666666666,183,431000,,431000,183,183,25.5,547100,738700,366041500,366041500,366041500,-666666666,-666666666,567,2663,110010080012
